resume_text,label,job_title
hands-on experience in etl airflow hadoop slq adaptability skills: etl airflow hadoop sql,Data Engineering,Data Engineer
hands-on experience in vpn firewalls cisco routing team player skills: vpn firewalls cisco routing,IT Infrastructure,Network Engineer
worked on several projects involving vpn firewalls switching routing cisco content writing leadership skills: vpn firewalls switching routing cisco,IT Infrastructure,Network Engineer
actively collaborated in team settings using tailwind recat cs htlm figma typescript team player skills: tailwind react css html figma typescript,Design,Frontend Developer
passionate about learning new technologies such as jvaa kotlin firebase android studio attention to detail skills: java kotlin firebase android studio,Software Development,Android Developer
hands-on experience in cs js tailwind recat communication team player skills: css js tailwind react,Design,Frontend Developer
hands-on experience in js recat figma cs critical thinking skills: js react figma css,Design,Frontend Developer
worked on several projects involving postman selenium manual testing bugzilla junit critical thinking logistics skills: postman selenium manual testing bugzilla junit,Software QA,QA Tester
worked on several projects involving grammar copywriting wordpress seo problem solving content writing skills: grammar copywriting wordpress seo,Content,Content Writer
hands-on experience in node typescript express mongodb docker recat leadership accounting skills: node typescript express mongodb docker react,Software Development,Full Stack Developer
hands-on experience in ui design cocoa firebase xcode content writing skills: ui design cocoa firebase xcode,Software Development,iOS Developer
responsible for developing solutions using testng junit manual testing bugzilla excel skills: testng junit manual testing bugzilla,Software QA,QA Tester
responsible for developing solutions using android studio kotlin xml firebase jvaa team player salesforce skills: android studio kotlin xml firebase java,Software Development,Android Developer
worked on several projects involving django slq docker linux problem solving adaptability skills: django sql docker linux,Software Development,Backend Developer
responsible for developing solutions using git rest slq django linux accounting skills: git rest sql django linux,Software Development,Backend Developer
hands-on experience in statistics excel pandas matplotlib salesforce skills: statistics excel pandas matplotlib,Data Science,Data Analyst
actively collaborated in team settings using firewalls switching cisco routing supply chain skills: firewalls switching cisco routing,IT Infrastructure,Network Engineer
passionate about learning new technologies such as typescript recat node docker team player skills: typescript react node docker,Software Development,Full Stack Developer
actively collaborated in team settings using cisco firewalls routing switching vpn critical thinking attention to detail skills: cisco firewalls routing switching vpn,IT Infrastructure,Network Engineer
responsible for developing solutions using blogging wordpress seo grammar copywriting communication skills: blogging wordpress seo grammar copywriting,Content,Content Writer
responsible for developing solutions using linux git slq django rest pyhton docker adaptability skills: linux git sql django rest python docker,Software Development,Backend Developer
actively collaborated in team settings using copywriting blogging seo wordpress communication critical thinking skills: copywriting blogging seo wordpress,Content,Content Writer
worked on several projects involving matplotlib pandas statistics excel powerbi attention to detail skills: matplotlib pandas statistics excel powerbi,Data Science,Data Analyst
responsible for developing solutions using slq django git linux docker rest communication skills: sql django git linux docker rest,Software Development,Backend Developer
worked on several projects involving manual testing postman junit bugzilla selenium testng attention to detail leadership skills: manual testing postman junit bugzilla selenium testng,Software QA,QA Tester
passionate about learning new technologies such as swift xcode ui design cocoa firebase content writing skills: swift xcode ui design cocoa firebase,Software Development,iOS Developer
passionate about learning new technologies such as wordpress grammar blogging copywriting seo attention to detail accounting skills: wordpress grammar blogging copywriting seo,Content,Content Writer
responsible for developing solutions using typescript docker recat express node team player skills: typescript docker react express node,Software Development,Full Stack Developer
worked on several projects involving tailwind js typescript figma cs htlm communication presentation skills skills: tailwind js typescript figma css html,Design,Frontend Developer
actively collaborated in team settings using budgeting excel erp forecasting financial modeling salesforce critical thinking skills: budgeting excel erp forecasting financial modeling,Finance,Finance Analyst
passionate about learning new technologies such as employee relations payroll recruitment hrms logistics presentation skills skills: employee relations payroll recruitment hrms,HR,HR Specialist
worked on several projects involving user testing figma prototyping xd wireframes excel logistics skills: user testing figma prototyping xd wireframes,Design,UI/UX Designer
responsible for developing solutions using statistics excel pandas powerbi matplotlib slq content writing skills: statistics excel pandas powerbi matplotlib sql,Data Science,Data Analyst
responsible for developing solutions using ci/cd jenkins aws docker logistics skills: ci/cd jenkins aws docker,IT Infrastructure,DevOps Engineer
passionate about learning new technologies such as tailwind typescript recat cs js figma accounting skills: tailwind typescript react css js figma,Design,Frontend Developer
responsible for developing solutions using jvaa android studio kotlin xml firebase excel supply chain skills: java android studio kotlin xml firebase,Software Development,Android Developer
actively collaborated in team settings using employee relations hrms recruitment payroll excel skills: employee relations hrms recruitment payroll,HR,HR Specialist
actively collaborated in team settings using testng postman bugzilla manual testing selenium junit leadership skills: testng postman bugzilla manual testing selenium junit,Software QA,QA Tester
worked on several projects involving keras tensorflow pyhton numpy sklearn pandas excel skills: keras tensorflow python numpy sklearn pandas,Data Science,ML Engineer
actively collaborated in team settings using prototyping user testing figma xd wireframes adaptability leadership skills: prototyping user testing figma xd wireframes,Design,UI/UX Designer
passionate about learning new technologies such as slq git linux docker salesforce adaptability skills: sql git linux docker,Software Development,Backend Developer
responsible for developing solutions using kubernetes linux aws docker jenkins ci/cd adaptability skills: kubernetes linux aws docker jenkins ci/cd,IT Infrastructure,DevOps Engineer
worked on several projects involving hadoop spark slq pyhton etl airflow attention to detail salesforce skills: hadoop spark sql python etl airflow,Data Engineering,Data Engineer
responsible for developing solutions using routing switching firewalls cisco adaptability skills: routing switching firewalls cisco,IT Infrastructure,Network Engineer
responsible for developing solutions using tensorflow pandas keras pyhton sklearn communication attention to detail skills: tensorflow pandas keras python sklearn,Data Science,ML Engineer
passionate about learning new technologies such as bugzilla postman manual testing testng selenium problem solving skills: bugzilla postman manual testing testng selenium,Software QA,QA Tester
responsible for developing solutions using pyhton sklearn keras pandas tensorflow numpy leadership skills: python sklearn keras pandas tensorflow numpy,Data Science,ML Engineer
actively collaborated in team settings using docker ci/cd linux aws adaptability salesforce skills: docker ci/cd linux aws,IT Infrastructure,DevOps Engineer
worked on several projects involving grammar wordpress copywriting blogging logistics skills: grammar wordpress copywriting blogging,Content,Content Writer
worked on several projects involving keras sklearn pandas tensorflow pyhton content writing problem solving skills: keras sklearn pandas tensorflow python,Data Science,ML Engineer
responsible for developing solutions using routing switching vpn cisco attention to detail skills: routing switching vpn cisco,IT Infrastructure,Network Engineer
worked on several projects involving linux slq pyhton docker django git excel skills: linux sql python docker django git,Software Development,Backend Developer
passionate about learning new technologies such as firewalls cisco routing vpn attention to detail skills: firewalls cisco routing vpn,IT Infrastructure,Network Engineer
passionate about learning new technologies such as figma typescript cs recat htlm tailwind attention to detail skills: figma typescript css react html tailwind,Design,Frontend Developer
responsible for developing solutions using jvaa xml android studio kotlin communication excel skills: java xml android studio kotlin,Software Development,Android Developer
responsible for developing solutions using grammar wordpress copywriting blogging seo excel skills: grammar wordpress copywriting blogging seo,Content,Content Writer
hands-on experience in pyhton sklearn numpy tensorflow pandas salesforce skills: python sklearn numpy tensorflow pandas,Data Science,ML Engineer
hands-on experience in aws linux docker ci/cd jenkins adaptability supply chain skills: aws linux docker ci/cd jenkins,IT Infrastructure,DevOps Engineer
worked on several projects involving pandas sklearn numpy keras problem solving skills: pandas sklearn numpy keras,Data Science,ML Engineer
worked on several projects involving recat htlm js typescript cs problem solving skills: react html js typescript css,Design,Frontend Developer
responsible for developing solutions using aws kubernetes jenkins ci/cd linux accounting skills: aws kubernetes jenkins ci/cd linux,IT Infrastructure,DevOps Engineer
hands-on experience in payroll hrms recruitment employee relations accounting leadership skills: payroll hrms recruitment employee relations,HR,HR Specialist
responsible for developing solutions using kubernetes linux docker jenkins ci/cd leadership skills: kubernetes linux docker jenkins ci/cd,IT Infrastructure,DevOps Engineer
worked on several projects involving docker express recat node typescript mongodb communication presentation skills skills: docker express react node typescript mongodb,Software Development,Full Stack Developer
actively collaborated in team settings using budgeting excel financial modeling forecasting erp problem solving skills: budgeting excel financial modeling forecasting erp,Finance,Finance Analyst
actively collaborated in team settings using cocoa xcode swift firebase team player skills: cocoa xcode swift firebase,Software Development,iOS Developer
responsible for developing solutions using express node typescript mongodb logistics critical thinking skills: express node typescript mongodb,Software Development,Full Stack Developer
passionate about learning new technologies such as selenium manual testing bugzilla testng postman junit attention to detail problem solving skills: selenium manual testing bugzilla testng postman junit,Software QA,QA Tester
actively collaborated in team settings using htlm typescript recat figma js presentation skills skills: html typescript react figma js,Design,Frontend Developer
actively collaborated in team settings using cocoa firebase ui design xcode swift content writing problem solving skills: cocoa firebase ui design xcode swift,Software Development,iOS Developer
responsible for developing solutions using firebase jvaa android studio xml leadership skills: firebase java android studio xml,Software Development,Android Developer
responsible for developing solutions using tensorflow keras numpy pandas pyhton sklearn team player skills: tensorflow keras numpy pandas python sklearn,Data Science,ML Engineer
hands-on experience in typescript tailwind js cs recat figma htlm excel skills: typescript tailwind js css react figma html,Design,Frontend Developer
actively collaborated in team settings using manual testing bugzilla junit selenium testng accounting skills: manual testing bugzilla junit selenium testng,Software QA,QA Tester
worked on several projects involving user testing wireframes xd figma excel skills: user testing wireframes xd figma,Design,UI/UX Designer
responsible for developing solutions using erp forecasting financial modeling excel salesforce skills: erp forecasting financial modeling excel,Finance,Finance Analyst
hands-on experience in routing cisco switching vpn firewalls excel skills: routing cisco switching vpn firewalls,IT Infrastructure,Network Engineer
hands-on experience in employee relations onboarding recruitment payroll hrms communication skills: employee relations onboarding recruitment payroll hrms,HR,HR Specialist
responsible for developing solutions using pandas tensorflow keras pyhton sklearn critical thinking skills: pandas tensorflow keras python sklearn,Data Science,ML Engineer
hands-on experience in tensorflow pyhton sklearn keras logistics adaptability skills: tensorflow python sklearn keras,Data Science,ML Engineer
worked on several projects involving xml android studio firebase kotlin supply chain skills: xml android studio firebase kotlin,Software Development,Android Developer
hands-on experience in grammar seo blogging copywriting problem solving skills: grammar seo blogging copywriting,Content,Content Writer
actively collaborated in team settings using docker git slq linux presentation skills skills: docker git sql linux,Software Development,Backend Developer
hands-on experience in recat typescript js htlm cs figma team player skills: react typescript js html css figma,Design,Frontend Developer
actively collaborated in team settings using erp budgeting forecasting excel problem solving skills: erp budgeting forecasting excel,Finance,Finance Analyst
actively collaborated in team settings using etl spark pyhton airflow team player content writing skills: etl spark python airflow,Data Engineering,Data Engineer
passionate about learning new technologies such as firewalls switching cisco routing vpn supply chain attention to detail skills: firewalls switching cisco routing vpn,IT Infrastructure,Network Engineer
actively collaborated in team settings using manual testing junit bugzilla testng postman selenium supply chain leadership skills: manual testing junit bugzilla testng postman selenium,Software QA,QA Tester
hands-on experience in onboarding employee relations recruitment payroll critical thinking skills: onboarding employee relations recruitment payroll,HR,HR Specialist
worked on several projects involving switching routing firewalls cisco vpn attention to detail adaptability skills: switching routing firewalls cisco vpn,IT Infrastructure,Network Engineer
worked on several projects involving firewalls switching routing vpn cisco content writing skills: firewalls switching routing vpn cisco,IT Infrastructure,Network Engineer
passionate about learning new technologies such as cs typescript figma tailwind content writing skills: css typescript figma tailwind,Design,Frontend Developer
actively collaborated in team settings using vpn cisco switching routing firewalls team player skills: vpn cisco switching routing firewalls,IT Infrastructure,Network Engineer
actively collaborated in team settings using vpn routing firewalls cisco critical thinking skills: vpn routing firewalls cisco,IT Infrastructure,Network Engineer
responsible for developing solutions using bugzilla postman junit testng attention to detail skills: bugzilla postman junit testng,Software QA,QA Tester
worked on several projects involving pandas powerbi slq excel matplotlib supply chain skills: pandas powerbi sql excel matplotlib,Data Science,Data Analyst
responsible for developing solutions using express node recat docker supply chain team player skills: express node react docker,Software Development,Full Stack Developer
responsible for developing solutions using etl spark hadoop airflow pyhton leadership skills: etl spark hadoop airflow python,Data Engineering,Data Engineer
hands-on experience in postman testng junit bugzilla selenium manual testing adaptability skills: postman testng junit bugzilla selenium manual testing,Software QA,QA Tester
worked on several projects involving xd prototyping wireframes user testing figma team player skills: xd prototyping wireframes user testing figma,Design,UI/UX Designer
hands-on experience in typescript express recat mongodb docker excel attention to detail skills: typescript express react mongodb docker,Software Development,Full Stack Developer
worked on several projects involving numpy keras pyhton sklearn tensorflow pandas accounting problem solving skills: numpy keras python sklearn tensorflow pandas,Data Science,ML Engineer
passionate about learning new technologies such as keras numpy pandas sklearn supply chain accounting skills: keras numpy pandas sklearn,Data Science,ML Engineer
hands-on experience in junit manual testing selenium bugzilla excel content writing skills: junit manual testing selenium bugzilla,Software QA,QA Tester
hands-on experience in airflow pyhton slq hadoop attention to detail skills: airflow python sql hadoop,Data Engineering,Data Engineer
worked on several projects involving firebase android studio jvaa kotlin salesforce skills: firebase android studio java kotlin,Software Development,Android Developer
hands-on experience in jvaa android studio firebase kotlin problem solving skills: java android studio firebase kotlin,Software Development,Android Developer
actively collaborated in team settings using seo copywriting wordpress grammar team player critical thinking skills: seo copywriting wordpress grammar,Content,Content Writer
passionate about learning new technologies such as spark airflow hadoop etl problem solving salesforce skills: spark airflow hadoop etl,Data Engineering,Data Engineer
passionate about learning new technologies such as copywriting grammar seo blogging wordpress supply chain presentation skills skills: copywriting grammar seo blogging wordpress,Content,Content Writer
responsible for developing solutions using financial modeling forecasting erp excel budgeting salesforce skills: financial modeling forecasting erp excel budgeting,Finance,Finance Analyst
hands-on experience in tensorflow pandas numpy pyhton attention to detail skills: tensorflow pandas numpy python,Data Science,ML Engineer
responsible for developing solutions using android studio jvaa kotlin xml firebase logistics skills: android studio java kotlin xml firebase,Software Development,Android Developer
worked on several projects involving jvaa xml android studio firebase kotlin leadership presentation skills skills: java xml android studio firebase kotlin,Software Development,Android Developer
passionate about learning new technologies such as ui design xcode firebase swift excel content writing skills: ui design xcode firebase swift,Software Development,iOS Developer
responsible for developing solutions using recat typescript mongodb node leadership content writing skills: react typescript mongodb node,Software Development,Full Stack Developer
passionate about learning new technologies such as financial modeling budgeting forecasting excel erp excel supply chain skills: financial modeling budgeting forecasting excel erp,Finance,Finance Analyst
hands-on experience in express recat node docker mongodb typescript logistics critical thinking skills: express react node docker mongodb typescript,Software Development,Full Stack Developer
actively collaborated in team settings using aws kubernetes docker jenkins presentation skills problem solving skills: aws kubernetes docker jenkins,IT Infrastructure,DevOps Engineer
hands-on experience in cisco firewalls switching routing salesforce adaptability skills: cisco firewalls switching routing,IT Infrastructure,Network Engineer
hands-on experience in recruitment employee relations payroll onboarding content writing adaptability skills: recruitment employee relations payroll onboarding,HR,HR Specialist
responsible for developing solutions using switching cisco routing vpn leadership skills: switching cisco routing vpn,IT Infrastructure,Network Engineer
actively collaborated in team settings using docker jenkins linux aws ci/cd accounting content writing skills: docker jenkins linux aws ci/cd,IT Infrastructure,DevOps Engineer
worked on several projects involving hadoop spark pyhton airflow etl slq attention to detail skills: hadoop spark python airflow etl sql,Data Engineering,Data Engineer
responsible for developing solutions using keras numpy pandas tensorflow sklearn pyhton critical thinking presentation skills skills: keras numpy pandas tensorflow sklearn python,Data Science,ML Engineer
hands-on experience in mongodb docker recat typescript node accounting leadership skills: mongodb docker react typescript node,Software Development,Full Stack Developer
worked on several projects involving jenkins aws kubernetes ci/cd docker problem solving salesforce skills: jenkins aws kubernetes ci/cd docker,IT Infrastructure,DevOps Engineer
passionate about learning new technologies such as swift xcode firebase cocoa ui design leadership skills: swift xcode firebase cocoa ui design,Software Development,iOS Developer
actively collaborated in team settings using node express mongodb typescript supply chain team player skills: node express mongodb typescript,Software Development,Full Stack Developer
hands-on experience in typescript htlm cs tailwind accounting skills: typescript html css tailwind,Design,Frontend Developer
responsible for developing solutions using linux slq django git docker pyhton rest content writing excel skills: linux sql django git docker python rest,Software Development,Backend Developer
worked on several projects involving seo grammar copywriting wordpress team player logistics skills: seo grammar copywriting wordpress,Content,Content Writer
passionate about learning new technologies such as junit postman manual testing selenium communication skills: junit postman manual testing selenium,Software QA,QA Tester
worked on several projects involving excel erp financial modeling budgeting problem solving excel skills: excel erp financial modeling budgeting,Finance,Finance Analyst
responsible for developing solutions using js tailwind recat figma typescript htlm team player content writing skills: js tailwind react figma typescript html,Design,Frontend Developer
responsible for developing solutions using postman selenium junit bugzilla testng communication skills: postman selenium junit bugzilla testng,Software QA,QA Tester
hands-on experience in docker typescript express node recat supply chain skills: docker typescript express node react,Software Development,Full Stack Developer
hands-on experience in hrms onboarding payroll employee relations recruitment excel team player skills: hrms onboarding payroll employee relations recruitment,HR,HR Specialist
hands-on experience in etl pyhton hadoop spark airflow slq critical thinking content writing skills: etl python hadoop spark airflow sql,Data Engineering,Data Engineer
responsible for developing solutions using typescript recat tailwind htlm js figma supply chain leadership skills: typescript react tailwind html js figma,Design,Frontend Developer
responsible for developing solutions using user testing figma wireframes prototyping xd supply chain logistics skills: user testing figma wireframes prototyping xd,Design,UI/UX Designer
hands-on experience in excel budgeting erp forecasting financial modeling critical thinking skills: excel budgeting erp forecasting financial modeling,Finance,Finance Analyst
worked on several projects involving financial modeling forecasting erp budgeting leadership critical thinking skills: financial modeling forecasting erp budgeting,Finance,Finance Analyst
hands-on experience in slq excel matplotlib statistics accounting content writing skills: sql excel matplotlib statistics,Data Science,Data Analyst
responsible for developing solutions using pandas powerbi statistics excel slq matplotlib salesforce adaptability skills: pandas powerbi statistics excel sql matplotlib,Data Science,Data Analyst
actively collaborated in team settings using erp financial modeling excel forecasting budgeting presentation skills supply chain skills: erp financial modeling excel forecasting budgeting,Finance,Finance Analyst
passionate about learning new technologies such as linux rest docker pyhton slq django git excel skills: linux rest docker python sql django git,Software Development,Backend Developer
passionate about learning new technologies such as mongodb docker express node recat typescript problem solving accounting skills: mongodb docker express node react typescript,Software Development,Full Stack Developer
passionate about learning new technologies such as erp excel financial modeling budgeting adaptability attention to detail skills: erp excel financial modeling budgeting,Finance,Finance Analyst
actively collaborated in team settings using spark etl pyhton slq logistics adaptability skills: spark etl python sql,Data Engineering,Data Engineer
worked on several projects involving powerbi slq excel matplotlib pandas logistics attention to detail skills: powerbi sql excel matplotlib pandas,Data Science,Data Analyst
hands-on experience in recruitment onboarding payroll employee relations excel skills: recruitment onboarding payroll employee relations,HR,HR Specialist
hands-on experience in cisco firewalls switching vpn routing leadership skills: cisco firewalls switching vpn routing,IT Infrastructure,Network Engineer
hands-on experience in powerbi statistics matplotlib pandas excel adaptability skills: powerbi statistics matplotlib pandas,Data Science,Data Analyst
worked on several projects involving pandas numpy keras sklearn accounting team player skills: pandas numpy keras sklearn,Data Science,ML Engineer
worked on several projects involving wireframes user testing figma xd excel critical thinking skills: wireframes user testing figma xd,Design,UI/UX Designer
worked on several projects involving ui design xcode cocoa swift firebase presentation skills salesforce skills: ui design xcode cocoa swift firebase,Software Development,iOS Developer
hands-on experience in linux pyhton django rest git docker slq supply chain skills: linux python django rest git docker sql,Software Development,Backend Developer
hands-on experience in express recat typescript mongodb node docker salesforce supply chain skills: express react typescript mongodb node docker,Software Development,Full Stack Developer
responsible for developing solutions using pyhton rest linux docker git django slq logistics team player skills: python rest linux docker git django sql,Software Development,Backend Developer
passionate about learning new technologies such as express docker mongodb typescript node recat communication skills: express docker mongodb typescript node react,Software Development,Full Stack Developer
passionate about learning new technologies such as matplotlib pandas statistics powerbi excel excel accounting skills: matplotlib pandas statistics powerbi excel,Data Science,Data Analyst
responsible for developing solutions using junit testng manual testing selenium problem solving skills: junit testng manual testing selenium,Software QA,QA Tester
hands-on experience in bugzilla selenium manual testing postman testng junit logistics excel skills: bugzilla selenium manual testing postman testng junit,Software QA,QA Tester
hands-on experience in payroll hrms employee relations recruitment team player logistics skills: payroll hrms employee relations recruitment,HR,HR Specialist
hands-on experience in hadoop slq etl spark pyhton airflow adaptability problem solving skills: hadoop sql etl spark python airflow,Data Engineering,Data Engineer
worked on several projects involving firebase swift xcode ui design cocoa leadership content writing skills: firebase swift xcode ui design cocoa,Software Development,iOS Developer
responsible for developing solutions using wordpress seo grammar copywriting blogging excel skills: wordpress seo grammar copywriting blogging,Content,Content Writer
passionate about learning new technologies such as docker jenkins ci/cd kubernetes accounting skills: docker jenkins ci/cd kubernetes,IT Infrastructure,DevOps Engineer
actively collaborated in team settings using mongodb node typescript express docker attention to detail team player skills: mongodb node typescript express docker,Software Development,Full Stack Developer
worked on several projects involving erp budgeting excel financial modeling content writing communication skills: erp budgeting excel financial modeling,Finance,Finance Analyst
worked on several projects involving forecasting erp budgeting excel logistics presentation skills skills: forecasting erp budgeting excel,Finance,Finance Analyst
hands-on experience in postman selenium manual testing testng logistics attention to detail skills: postman selenium manual testing testng,Software QA,QA Tester
hands-on experience in docker mongodb node express typescript supply chain skills: docker mongodb node express typescript,Software Development,Full Stack Developer
actively collaborated in team settings using wireframes figma prototyping user testing attention to detail accounting skills: wireframes figma prototyping user testing,Design,UI/UX Designer
worked on several projects involving htlm cs typescript figma js recat content writing skills: html css typescript figma js react,Design,Frontend Developer
responsible for developing solutions using mongodb recat typescript docker node excel critical thinking skills: mongodb react typescript docker node,Software Development,Full Stack Developer
worked on several projects involving aws ci/cd kubernetes jenkins docker communication skills: aws ci/cd kubernetes jenkins docker,IT Infrastructure,DevOps Engineer
passionate about learning new technologies such as budgeting forecasting financial modeling excel supply chain attention to detail skills: budgeting forecasting financial modeling excel,Finance,Finance Analyst
worked on several projects involving recruitment employee relations hrms payroll onboarding accounting skills: recruitment employee relations hrms payroll onboarding,HR,HR Specialist
passionate about learning new technologies such as matplotlib statistics pandas excel slq powerbi excel problem solving skills: matplotlib statistics pandas excel sql powerbi,Data Science,Data Analyst
passionate about learning new technologies such as recat tailwind cs js typescript problem solving skills: react tailwind css js typescript,Design,Frontend Developer
worked on several projects involving express mongodb docker typescript team player skills: express mongodb docker typescript,Software Development,Full Stack Developer
actively collaborated in team settings using payroll onboarding employee relations hrms excel salesforce skills: payroll onboarding employee relations hrms,HR,HR Specialist
responsible for developing solutions using typescript recat tailwind figma cs supply chain leadership skills: typescript react tailwind figma css,Design,Frontend Developer
actively collaborated in team settings using django linux rest git pyhton docker critical thinking team player skills: django linux rest git python docker,Software Development,Backend Developer
responsible for developing solutions using vpn switching cisco firewalls routing content writing skills: vpn switching cisco firewalls routing,IT Infrastructure,Network Engineer
hands-on experience in pyhton slq git django salesforce attention to detail skills: python sql git django,Software Development,Backend Developer
worked on several projects involving etl hadoop airflow slq pyhton attention to detail excel skills: etl hadoop airflow sql python,Data Engineering,Data Engineer
worked on several projects involving kubernetes jenkins ci/cd linux aws content writing adaptability skills: kubernetes jenkins ci/cd linux aws,IT Infrastructure,DevOps Engineer
actively collaborated in team settings using swift ui design firebase xcode critical thinking skills: swift ui design firebase xcode,Software Development,iOS Developer
responsible for developing solutions using onboarding payroll recruitment hrms content writing skills: onboarding payroll recruitment hrms,HR,HR Specialist
worked on several projects involving onboarding employee relations payroll hrms recruitment leadership attention to detail skills: onboarding employee relations payroll hrms recruitment,HR,HR Specialist
actively collaborated in team settings using django rest linux docker critical thinking content writing skills: django rest linux docker,Software Development,Backend Developer
hands-on experience in docker kubernetes aws ci/cd linux jenkins content writing attention to detail skills: docker kubernetes aws ci/cd linux jenkins,IT Infrastructure,DevOps Engineer
responsible for developing solutions using statistics slq pandas powerbi excel matplotlib communication skills: statistics sql pandas powerbi excel matplotlib,Data Science,Data Analyst
passionate about learning new technologies such as pandas sklearn tensorflow numpy accounting excel skills: pandas sklearn tensorflow numpy,Data Science,ML Engineer
hands-on experience in firebase cocoa ui design xcode content writing critical thinking skills: firebase cocoa ui design xcode,Software Development,iOS Developer
hands-on experience in user testing figma xd prototyping supply chain logistics skills: user testing figma xd prototyping,Design,UI/UX Designer
responsible for developing solutions using recat docker express typescript node mongodb content writing problem solving skills: react docker express typescript node mongodb,Software Development,Full Stack Developer
passionate about learning new technologies such as firebase kotlin jvaa xml excel skills: firebase kotlin java xml,Software Development,Android Developer
actively collaborated in team settings using testng selenium bugzilla manual testing attention to detail problem solving skills: testng selenium bugzilla manual testing,Software QA,QA Tester
passionate about learning new technologies such as recat typescript js htlm figma cs attention to detail logistics skills: react typescript js html figma css,Design,Frontend Developer
worked on several projects involving aws ci/cd docker kubernetes linux salesforce skills: aws ci/cd docker kubernetes linux,IT Infrastructure,DevOps Engineer
passionate about learning new technologies such as spark pyhton etl hadoop airflow slq communication presentation skills skills: spark python etl hadoop airflow sql,Data Engineering,Data Engineer
worked on several projects involving typescript express node recat docker adaptability critical thinking skills: typescript express node react docker,Software Development,Full Stack Developer
responsible for developing solutions using hadoop spark etl pyhton slq communication presentation skills skills: hadoop spark etl python sql,Data Engineering,Data Engineer
passionate about learning new technologies such as keras sklearn tensorflow pyhton pandas presentation skills supply chain skills: keras sklearn tensorflow python pandas,Data Science,ML Engineer
actively collaborated in team settings using junit selenium manual testing bugzilla testng attention to detail skills: junit selenium manual testing bugzilla testng,Software QA,QA Tester
responsible for developing solutions using xcode firebase swift ui design cocoa team player attention to detail skills: xcode firebase swift ui design cocoa,Software Development,iOS Developer
passionate about learning new technologies such as switching firewalls vpn cisco routing salesforce team player skills: switching firewalls vpn cisco routing,IT Infrastructure,Network Engineer
actively collaborated in team settings using typescript cs htlm recat js tailwind figma salesforce skills: typescript css html react js tailwind figma,Design,Frontend Developer
passionate about learning new technologies such as testng bugzilla selenium postman adaptability skills: testng bugzilla selenium postman,Software QA,QA Tester
responsible for developing solutions using statistics matplotlib excel slq powerbi pandas excel skills: statistics matplotlib excel sql powerbi pandas,Data Science,Data Analyst
responsible for developing solutions using hadoop etl slq pyhton spark logistics attention to detail skills: hadoop etl sql python spark,Data Engineering,Data Engineer
actively collaborated in team settings using git rest docker slq content writing adaptability skills: git rest docker sql,Software Development,Backend Developer
actively collaborated in team settings using docker express mongodb node recat typescript attention to detail content writing skills: docker express mongodb node react typescript,Software Development,Full Stack Developer
hands-on experience in figma typescript cs recat tailwind htlm js excel skills: figma typescript css react tailwind html js,Design,Frontend Developer
responsible for developing solutions using linux ci/cd docker jenkins presentation skills content writing skills: linux ci/cd docker jenkins,IT Infrastructure,DevOps Engineer
actively collaborated in team settings using pyhton slq hadoop spark airflow team player skills: python sql hadoop spark airflow,Data Engineering,Data Engineer
worked on several projects involving employee relations payroll recruitment hrms onboarding salesforce logistics skills: employee relations payroll recruitment hrms onboarding,HR,HR Specialist
actively collaborated in team settings using pandas excel slq powerbi statistics matplotlib problem solving skills: pandas excel sql powerbi statistics matplotlib,Data Science,Data Analyst
worked on several projects involving hadoop airflow slq spark pyhton etl content writing logistics skills: hadoop airflow sql spark python etl,Data Engineering,Data Engineer
actively collaborated in team settings using wordpress blogging seo copywriting grammar salesforce skills: wordpress blogging seo copywriting grammar,Content,Content Writer
actively collaborated in team settings using wireframes user testing prototyping xd figma excel skills: wireframes user testing prototyping xd figma,Design,UI/UX Designer
responsible for developing solutions using kubernetes ci/cd docker linux excel skills: kubernetes ci/cd docker linux,IT Infrastructure,DevOps Engineer
passionate about learning new technologies such as financial modeling budgeting forecasting excel salesforce skills: financial modeling budgeting forecasting excel,Finance,Finance Analyst
responsible for developing solutions using slq powerbi pandas statistics matplotlib leadership skills: sql powerbi pandas statistics matplotlib,Data Science,Data Analyst
worked on several projects involving kotlin jvaa android studio xml attention to detail problem solving skills: kotlin java android studio xml,Software Development,Android Developer
responsible for developing solutions using docker linux rest django critical thinking skills: docker linux rest django,Software Development,Backend Developer
responsible for developing solutions using docker aws jenkins kubernetes excel attention to detail skills: docker aws jenkins kubernetes,IT Infrastructure,DevOps Engineer
passionate about learning new technologies such as powerbi pandas statistics matplotlib excel slq critical thinking team player skills: powerbi pandas statistics matplotlib excel sql,Data Science,Data Analyst
passionate about learning new technologies such as seo copywriting wordpress blogging grammar presentation skills skills: seo copywriting wordpress blogging grammar,Content,Content Writer
actively collaborated in team settings using etl airflow slq hadoop spark pyhton content writing critical thinking skills: etl airflow sql hadoop spark python,Data Engineering,Data Engineer
responsible for developing solutions using ci/cd linux kubernetes aws jenkins logistics attention to detail skills: ci/cd linux kubernetes aws jenkins,IT Infrastructure,DevOps Engineer
hands-on experience in tensorflow sklearn numpy pandas presentation skills skills: tensorflow sklearn numpy pandas,Data Science,ML Engineer
passionate about learning new technologies such as selenium manual testing postman bugzilla junit critical thinking adaptability skills: selenium manual testing postman bugzilla junit,Software QA,QA Tester
actively collaborated in team settings using pyhton docker git linux django rest presentation skills logistics skills: python docker git linux django rest,Software Development,Backend Developer
